time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-05 00:00:00+00:00,8,5,1,1
2025-10-06 00:00:00+00:00,11,6,25,3
2025-10-07 00:00:00+00:00,1,1,5,5
2025-10-08 00:00:00+00:00,6,5,3,2
2025-10-09 00:00:00+00:00,3,2,3,2
2025-10-10 00:00:00+00:00,6,6,1,1
2025-10-11 00:00:00+00:00,1,1,0,0
2025-10-12 00:00:00+00:00,8,6,2,2
2025-10-13 00:00:00+00:00,5,5,0,0
2025-10-14 00:00:00+00:00,25,5,1,1
2025-10-15 00:00:00+00:00,20,7,3,3
2025-10-16 00:00:00+00:00,9,4,13,2
2025-10-17 00:00:00+00:00,8,3,8,5
2025-10-18 00:00:00+00:00,9,3,2,1
2025-10-19 00:00:00+00:00,3,3,4,4
2025-10-20 00:00:00+00:00,3,2,12,4
2025-10-21 00:00:00+00:00,3,3,10,5
2025-10-22 00:00:00+00:00,2,2,9,2
2025-10-23 00:00:00+00:00,8,3,7,4
2025-10-24 00:00:00+00:00,18,6,6,2
2025-10-25 00:00:00+00:00,11,4,2,1
2025-10-26 00:00:00+00:00,7,2,3,1
2025-10-27 00:00:00+00:00,9,4,3,3
2025-10-28 00:00:00+00:00,4,4,3,3
2025-10-29 00:00:00+00:00,10,4,1,1
2025-10-30 00:00:00+00:00,2,2,12,2
2025-10-31 00:00:00+00:00,12,7,20,4
2025-11-01 00:00:00+00:00,2,2,2,2
2025-11-02 00:00:00+00:00,19,4,6,1
2025-11-03 00:00:00+00:00,14,4,2,2
2025-11-04 00:00:00+00:00,6,3,5,3
2025-11-05 00:00:00+00:00,5,3,4,3
2025-11-06 00:00:00+00:00,13,5,16,4
2025-11-07 00:00:00+00:00,8,3,2,2
2025-11-08 00:00:00+00:00,16,6,2,2
2025-11-09 00:00:00+00:00,4,4,5,3
2025-11-10 00:00:00+00:00,11,5,64,4
2025-11-11 00:00:00+00:00,5,5,36,5
2025-11-12 00:00:00+00:00,7,6,5,3
2025-11-13 00:00:00+00:00,4,4,2,2
2025-11-14 00:00:00+00:00,2,2,1,1
2025-11-15 00:00:00+00:00,4,3,0,0
2025-11-16 00:00:00+00:00,2,2,2,2
2025-11-17 00:00:00+00:00,7,6,2,2
2025-11-18 00:00:00+00:00,4,3,2,1
2025-11-19 00:00:00+00:00,2,2,1,1
2025-11-20 00:00:00+00:00,2,2,5,5
2025-11-21 00:00:00+00:00,4,3,2,2
2025-11-22 00:00:00+00:00,2,2,1,1
2025-11-23 00:00:00+00:00,5,4,1,1
2025-11-24 00:00:00+00:00,2,2,1,1
2025-11-25 00:00:00+00:00,4,3,1,1
2025-11-26 00:00:00+00:00,6,5,2,1
2025-11-27 00:00:00+00:00,4,4,0,0
2025-11-28 00:00:00+00:00,4,4,3,1
2025-11-29 00:00:00+00:00,4,4,11,3
2025-11-30 00:00:00+00:00,4,3,0,0
2025-12-01 00:00:00+00:00,38,13,9,3
2025-12-02 00:00:00+00:00,14,5,13,4
2025-12-03 00:00:00+00:00,78,18,0,0
2025-12-04 00:00:00+00:00,4,4,5,2
2025-12-05 00:00:00+00:00,8,7,1,1
2025-12-06 00:00:00+00:00,14,5,0,0
2025-12-07 00:00:00+00:00,8,3,5,3
2025-12-08 00:00:00+00:00,5,4,0,0
2025-12-09 00:00:00+00:00,13,8,2,1
2025-12-10 00:00:00+00:00,7,3,7,4
2025-12-11 00:00:00+00:00,9,4,4,3
2025-12-12 00:00:00+00:00,5,4,1,1
2025-12-13 00:00:00+00:00,8,4,6,3
2025-12-14 00:00:00+00:00,2,2,0,0
2025-12-15 00:00:00+00:00,9,5,2,2
2025-12-16 00:00:00+00:00,8,4,2,1
2025-12-17 00:00:00+00:00,11,7,5,4
2025-12-18 00:00:00+00:00,4,4,0,0
2025-12-19 00:00:00+00:00,14,6,0,0
2025-12-20 00:00:00+00:00,2,2,1,1
2025-12-21 00:00:00+00:00,11,6,0,0
2025-12-22 00:00:00+00:00,2,2,6,4
2025-12-23 00:00:00+00:00,4,4,2,2
2025-12-24 00:00:00+00:00,14,4,1,1
2025-12-25 00:00:00+00:00,10,4,1,1
2025-12-26 00:00:00+00:00,14,4,2,2
2025-12-27 00:00:00+00:00,4,2,0,0
2025-12-28 00:00:00+00:00,15,5,1,1
2025-12-29 00:00:00+00:00,12,4,3,2
2025-12-30 00:00:00+00:00,11,4,0,0
2025-12-31 00:00:00+00:00,9,5,0,0
2026-01-01 00:00:00+00:00,11,6,5,1
2026-01-02 00:00:00+00:00,7,3,1,1
2026-01-03 00:00:00+00:00,14,6,1,1
2026-01-04 00:00:00+00:00,7,7,1,1
2026-01-05 00:00:00+00:00,2,2,2,1
2026-01-06 00:00:00+00:00,8,5,19,2
2026-01-07 00:00:00+00:00,2,2,2,2
2026-01-08 00:00:00+00:00,7,3,7,5
2026-01-09 00:00:00+00:00,13,9,1,1
2026-01-10 00:00:00+00:00,12,4,2,2
2026-01-11 00:00:00+00:00,7,3,2,2
2026-01-12 00:00:00+00:00,13,5,6,4
2026-01-13 00:00:00+00:00,9,5,16,4
2026-01-14 00:00:00+00:00,5,5,5,3
2026-01-15 00:00:00+00:00,4,4,1,1
2026-01-16 00:00:00+00:00,8,4,12,1
2026-01-17 00:00:00+00:00,13,5,5,4
2026-01-18 00:00:00+00:00,7,3,1,1
2026-01-19 00:00:00+00:00,2,2,15,4
2026-01-20 00:00:00+00:00,7,3,3,3
2026-01-21 00:00:00+00:00,4,3,1,1
2026-01-22 00:00:00+00:00,12,7,43,4
2026-01-23 00:00:00+00:00,3,3,39,5
2026-01-24 00:00:00+00:00,7,5,11,2
2026-01-25 00:00:00+00:00,16,7,8,3
2026-01-26 00:00:00+00:00,11,6,2,1
2026-01-27 00:00:00+00:00,16,7,5,3
2026-01-28 00:00:00+00:00,15,6,3,3
2026-01-29 00:00:00+00:00,15,6,13,3
2026-01-30 00:00:00+00:00,10,5,0,0
2026-01-31 00:00:00+00:00,17,8,0,0
2026-02-01 00:00:00+00:00,11,6,0,0
2026-02-02 00:00:00+00:00,18,9,2,2
2026-02-03 00:00:00+00:00,7,3,3,1
2026-02-04 00:00:00+00:00,10,5,6,2
2026-02-05 00:00:00+00:00,13,8,3,1
2026-02-06 00:00:00+00:00,17,8,9,3
2026-02-07 00:00:00+00:00,21,8,0,0
2026-02-08 00:00:00+00:00,9,4,2,2
2026-02-09 00:00:00+00:00,6,5,2,1
2026-02-10 00:00:00+00:00,9,4,0,0
2026-02-11 00:00:00+00:00,3,2,3,1
2026-02-12 00:00:00+00:00,15,10,1,1
2026-02-13 00:00:00+00:00,22,12,1,1
2026-02-14 00:00:00+00:00,4,3,2,1
2026-02-15 00:00:00+00:00,7,3,1,1
2026-02-16 00:00:00+00:00,11,6,2,1
2026-02-17 00:00:00+00:00,14,5,9,2
2026-02-18 00:00:00+00:00,9,8,3,3
2026-02-19 00:00:00+00:00,7,6,4,4
2026-02-20 00:00:00+00:00,10,5,0,0
2026-02-21 00:00:00+00:00,20,11,0,0
2026-02-22 00:00:00+00:00,14,9,0,0
2026-02-23 00:00:00+00:00,23,12,1,1
2026-02-24 00:00:00+00:00,3,3,4,4
2026-02-25 00:00:00+00:00,13,7,3,1
2026-02-26 00:00:00+00:00,8,4,1,1
2026-02-27 00:00:00+00:00,4,3,2,2
2026-02-28 00:00:00+00:00,15,10,1,1
2026-03-01 00:00:00+00:00,12,7,2,1
2026-03-02 00:00:00+00:00,12,7,1,1
2026-03-03 00:00:00+00:00,16,7,9,5
2026-03-04 00:00:00+00:00,17,8,9,4
2026-03-05 00:00:00+00:00,16,7,3,3
2026-03-06 00:00:00+00:00,9,4,7,1
2026-03-07 00:00:00+00:00,4,3,2,2
2026-03-08 00:00:00+00:00,10,5,1,1
2026-03-09 00:00:00+00:00,4,3,3,1
2026-03-10 00:00:00+00:00,14,4,3,2
2026-03-11 00:00:00+00:00,8,6,1,1
2026-03-12 00:00:00+00:00,3,2,11,6
2026-03-13 00:00:00+00:00,16,7,0,0
2026-03-14 00:00:00+00:00,10,5,2,2
2026-03-15 00:00:00+00:00,15,6,5,1
2026-03-16 00:00:00+00:00,10,5,5,3
2026-03-17 00:00:00+00:00,7,3,6,4
2026-03-18 00:00:00+00:00,11,4,1,1
2026-03-19 00:00:00+00:00,4,3,1,1
2026-03-20 00:00:00+00:00,16,7,1,1
2026-03-21 00:00:00+00:00,5,4,1,1
2026-03-22 00:00:00+00:00,9,4,4,3
2026-03-23 00:00:00+00:00,11,6,5,4
2026-03-24 00:00:00+00:00,3,3,9,4
2026-03-25 00:00:00+00:00,7,6,4,2
2026-03-26 00:00:00+00:00,14,5,6,1
2026-03-27 00:00:00+00:00,4,4,7,2
2026-03-28 00:00:00+00:00,10,9,0,0
2026-03-29 00:00:00+00:00,11,7,2,1
2026-03-30 00:00:00+00:00,18,8,3,3
2026-03-31 00:00:00+00:00,14,7,0,0
2026-04-01 00:00:00+00:00,16,7,0,0
2026-04-02 00:00:00+00:00,3,3,1,1
2026-04-03 00:00:00+00:00,3,3,1,1
2026-04-04 00:00:00+00:00,20,11,1,1
2026-04-05 00:00:00+00:00,18,8,1,1
2026-04-06 00:00:00+00:00,14,6,1,1
2026-04-07 00:00:00+00:00,18,8,0,0
2026-04-08 00:00:00+00:00,16,6,1,1
2026-04-09 00:00:00+00:00,14,5,2,2
2026-04-10 00:00:00+00:00,20,8,5,4
2026-04-11 00:00:00+00:00,6,5,0,0
2026-04-12 00:00:00+00:00,33,12,3,1
2026-04-13 00:00:00+00:00,23,6,3,2
2026-04-14 00:00:00+00:00,16,6,3,2
2026-04-15 00:00:00+00:00,19,6,5,1
2026-04-16 00:00:00+00:00,19,7,5,1
2026-04-17 00:00:00+00:00,31,9,3,1
2026-04-18 00:00:00+00:00,26,8,0,0
2026-04-19 00:00:00+00:00,22,12,3,3
2026-04-20 00:00:00+00:00,61,23,2,2
2026-04-21 00:00:00+00:00,53,25,4,3
2026-04-22 00:00:00+00:00,69,24,1,1
2026-04-23 00:00:00+00:00,84,24,5,3
2026-04-24 00:00:00+00:00,55,21,12,5
2026-04-25 00:00:00+00:00,67,24,1,1
2026-04-26 00:00:00+00:00,51,14,1,1
2026-04-27 00:00:00+00:00,25,10,18,2
2026-04-28 00:00:00+00:00,15,4,0,0
2026-04-29 00:00:00+00:00,63,16,16,3
2026-04-30 00:00:00+00:00,18,7,8,4
2026-05-01 00:00:00+00:00,44,9,4,3
2026-05-02 00:00:00+00:00,38,10,2,2
2026-05-03 00:00:00+00:00,13,6,3,3
2026-05-04 00:00:00+00:00,32,9,3,2
2026-05-05 00:00:00+00:00,33,7,4,3
2026-05-06 00:00:00+00:00,27,9,2,1
2026-05-07 00:00:00+00:00,17,7,5,3
2026-05-08 00:00:00+00:00,12,6,3,2
2026-05-09 00:00:00+00:00,8,3,6,2
2026-05-10 00:00:00+00:00,16,6,0,0
2026-05-11 00:00:00+00:00,32,10,1,1
2026-05-12 00:00:00+00:00,20,5,3,2
2026-05-13 00:00:00+00:00,21,6,0,0
2026-05-14 00:00:00+00:00,14,5,1,1
2026-05-15 00:00:00+00:00,15,6,5,2
2026-05-16 00:00:00+00:00,27,10,0,0
2026-05-17 00:00:00+00:00,26,8,1,1
2026-05-18 00:00:00+00:00,7,3,1,1
2026-05-19 00:00:00+00:00,8,3,4,1
2026-05-20 00:00:00+00:00,2,2,8,3
2026-05-21 00:00:00+00:00,11,5,1,1
2026-05-22 00:00:00+00:00,9,5,7,2
2026-05-23 00:00:00+00:00,15,5,0,0
2026-05-24 00:00:00+00:00,27,13,0,0
2026-05-25 00:00:00+00:00,27,9,2,2
2026-05-26 00:00:00+00:00,27,12,1,1
2026-05-27 00:00:00+00:00,11,6,1,1
2026-05-28 00:00:00+00:00,20,9,3,3
2026-05-29 00:00:00+00:00,16,6,1,1
2026-05-30 00:00:00+00:00,31,11,1,1
2026-05-31 00:00:00+00:00,10,4,8,2
2026-06-01 00:00:00+00:00,2,1,4,3
2026-06-02 00:00:00+00:00,14,7,3,1
2026-06-03 00:00:00+00:00,3,3,2,1
2026-06-04 00:00:00+00:00,13,8,10,4
2026-06-05 00:00:00+00:00,18,8,0,0
2026-06-06 00:00:00+00:00,35,15,0,0
2026-06-07 00:00:00+00:00,13,4,1,1
2026-06-08 00:00:00+00:00,11,5,1,1
2026-06-09 00:00:00+00:00,11,5,21,3
2026-06-10 00:00:00+00:00,22,10,8,3
2026-06-11 00:00:00+00:00,12,6,2,1
2026-06-12 00:00:00+00:00,23,8,3,2
2026-06-13 00:00:00+00:00,33,11,3,2
2026-06-14 00:00:00+00:00,25,9,2,1
2026-06-15 00:00:00+00:00,29,9,0,0
2026-06-16 00:00:00+00:00,24,10,5,4
2026-06-17 00:00:00+00:00,22,9,1,1
2026-06-18 00:00:00+00:00,26,8,4,2
2026-06-19 00:00:00+00:00,23,7,1,1
2026-06-20 00:00:00+00:00,46,13,0,0
2026-06-21 00:00:00+00:00,34,10,2,2
2026-06-22 00:00:00+00:00,33,10,0,0
2026-06-23 00:00:00+00:00,47,13,7,3
2026-06-24 00:00:00+00:00,40,9,0,0
2026-06-25 00:00:00+00:00,31,6,0,0
2026-06-26 00:00:00+00:00,32,12,0,0
2026-06-27 00:00:00+00:00,10,5,6,2
2026-06-28 00:00:00+00:00,8,4,2,2
2026-06-29 00:00:00+00:00,12,3,18,4
2026-06-30 00:00:00+00:00,9,5,8,2
2026-07-01 00:00:00+00:00,9,5,13,3
2026-07-02 00:00:00+00:00,17,7,1,1
2026-07-03 00:00:00+00:00,20,6,5,1
2026-07-04 00:00:00+00:00,13,7,0,0
2026-07-05 00:00:00+00:00,9,4,2,2
2026-07-06 00:00:00+00:00,15,7,3,2
2026-07-07 00:00:00+00:00,22,8,0,0
2026-07-08 00:00:00+00:00,10,5,0,0
2026-07-09 00:00:00+00:00,15,6,5,2
2026-07-10 00:00:00+00:00,20,7,4,1
2026-07-11 00:00:00+00:00,20,8,1,1
2026-07-12 00:00:00+00:00,17,7,0,0
2026-07-13 00:00:00+00:00,21,10,2,2
2026-07-14 00:00:00+00:00,3,3,1,1
2026-07-15 00:00:00+00:00,14,5,0,0
2026-07-16 00:00:00+00:00,7,3,4,4
2026-07-17 00:00:00+00:00,2,2,2,2
2026-07-18 00:00:00+00:00,11,5,1,1
2026-07-19 00:00:00+00:00,8,4,0,0
2026-07-20 00:00:00+00:00,26,12,1,1
2026-07-21 00:00:00+00:00,21,7,2,2
2026-07-22 00:00:00+00:00,8,4,0,0
2026-07-23 00:00:00+00:00,3,3,1,1
2026-07-24 00:00:00+00:00,9,4,1,1
2026-07-25 00:00:00+00:00,17,8,0,0
2026-07-26 00:00:00+00:00,9,5,0,0
2026-07-27 00:00:00+00:00,14,5,1,1
2026-07-28 00:00:00+00:00,18,9,2,2
2026-07-29 00:00:00+00:00,1,1,3,2
2026-07-30 00:00:00+00:00,14,4,2,2
2026-07-31 00:00:00+00:00,11,6,0,0
2026-08-01 00:00:00+00:00,19,5,0,0
2026-08-02 00:00:00+00:00,8,4,0,0
2026-08-03 00:00:00+00:00,8,4,1,1
2026-08-04 00:00:00+00:00,9,4,1,1
2026-08-05 00:00:00+00:00,16,7,0,0
2026-08-06 00:00:00+00:00,6,1,1,1
2026-08-07 00:00:00+00:00,17,7,3,1
2026-08-08 00:00:00+00:00,1,1,1,1
2026-08-09 00:00:00+00:00,2,2,3,1
2026-08-10 00:00:00+00:00,7,3,1,1
2026-08-11 00:00:00+00:00,10,5,0,0
2026-08-12 00:00:00+00:00,15,6,0,0
2026-08-13 00:00:00+00:00,13,6,11,2
2026-08-14 00:00:00+00:00,7,3,1,1
2026-08-15 00:00:00+00:00,2,2,0,0
2026-08-16 00:00:00+00:00,10,5,7,4
2026-08-17 00:00:00+00:00,19,9,0,0
2026-08-18 00:00:00+00:00,1,1,0,0
2026-08-19 00:00:00+00:00,1,1,2,1
2026-08-20 00:00:00+00:00,3,2,2,2
2026-08-21 00:00:00+00:00,6,3,8,3
2026-08-22 00:00:00+00:00,2,2,0,0
2026-08-23 00:00:00+00:00,2,2,3,2
2026-08-24 00:00:00+00:00,2,2,22,3
2026-08-25 00:00:00+00:00,4,3,5,3
2026-08-26 00:00:00+00:00,24,7,2,1
2026-08-27 00:00:00+00:00,8,4,16,4
2026-08-28 00:00:00+00:00,4,4,8,3
2026-08-29 00:00:00+00:00,2,2,1,1
2026-08-30 00:00:00+00:00,3,2,3,2
2026-08-31 00:00:00+00:00,9,6,5,5
2026-09-01 00:00:00+00:00,3,3,1,1
2026-09-02 00:00:00+00:00,16,4,2,2
2026-09-03 00:00:00+00:00,4,3,5,3
2026-09-04 00:00:00+00:00,5,3,1,1
